	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr1	0	15960.06090772185	499	0.9139250731808922
1	HMEC_rep2	chr1	500000	2554.818607194009	498	0.9139250731808922
2	HMEC_rep2	chr1	1000000	635.2862540291582	497	0.9139250731808922
3	HMEC_rep2	chr1	1500000	309.30441991700263	496	0.9139250731808922
4	HMEC_rep2	chr1	2000000	183.11551955819377	495	0.9139250731808922
5	HMEC_rep2	chr1	2500000	131.61624716809789	494	0.9139250731808922
6	HMEC_rep2	chr1	3000000	101.14131811009642	493	0.9139250731808922
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr2	0	16368.984069059077	487	0.9139250731808922
1	HMEC_rep2	chr2	500000	2814.900666309931	486	0.9139250731808922
2	HMEC_rep2	chr2	1000000	793.4260173896558	485	0.9139250731808922
3	HMEC_rep2	chr2	1500000	400.6645893998123	484	0.9139250731808922
4	HMEC_rep2	chr2	2000000	242.44760063752247	483	0.9139250731808922
5	HMEC_rep2	chr2	2500000	166.83601528418697	482	0.9139250731808922
6	HMEC_rep2	chr2	3000000	123.55803431726139	481	0.9139250731808922
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr3	0	16357.003482939977	397	0.9139250731808922
1	HMEC_rep2	chr3	500000	2823.9302237233683	396	0.9139250731808922
2	HMEC_rep2	chr3	1000000	796.0767031021483	395	0.9139250731808922
3	HMEC_rep2	chr3	1500000	405.982768012152	394	0.9139250731808922
4	HMEC_rep2	chr3	2000000	247.34804449154242	393	0.9139250731808922
5	HMEC_rep2	chr3	2500000	167.41067383193845	392	0.9139250731808922
6	HMEC_rep2	chr3	3000000	121.9011893500797	391	0.9139250731808922
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr4	0	15572.69726026419	383	0.9139250731808922
1	HMEC_rep2	chr4	500000	2817.128001397435	382	0.9139250731808922
2	HMEC_rep2	chr4	1000000	851.2559471051645	381	0.9139250731808922
3	HMEC_rep2	chr4	1500000	451.46008556407673	380	0.9139250731808922
4	HMEC_rep2	chr4	2000000	285.8029234879831	379	0.9139250731808922
5	HMEC_rep2	chr4	2500000	200.6296372055114	378	0.9139250731808922
6	HMEC_rep2	chr4	3000000	150.4659770449599	377	0.9139250731808922
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr5	0	16004.781517006528	362	0.9139250731808922
1	HMEC_rep2	chr5	500000	2847.3793541337536	361	0.9139250731808922
2	HMEC_rep2	chr5	1000000	860.7924754414412	360	0.9139250731808922
3	HMEC_rep2	chr5	1500000	432.6653983241533	359	0.9139250731808922
4	HMEC_rep2	chr5	2000000	267.16406673195195	358	0.9139250731808922
5	HMEC_rep2	chr5	2500000	185.42860626851297	357	0.9139250731808922
6	HMEC_rep2	chr5	3000000	137.48576651865622	356	0.9139250731808922
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr6	0	16262.938675405776	343	0.9139250731808922
1	HMEC_rep2	chr6	500000	2881.7329352868646	342	0.9139250731808922
2	HMEC_rep2	chr6	1000000	813.6672042215677	341	0.9139250731808922
3	HMEC_rep2	chr6	1500000	405.38146780078614	340	0.9139250731808922
4	HMEC_rep2	chr6	2000000	239.3029737162983	339	0.9139250731808922
5	HMEC_rep2	chr6	2500000	163.44899281234066	338	0.9139250731808922
6	HMEC_rep2	chr6	3000000	122.55894128435605	337	0.9139250731808922
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr7	0	16339.083378353616	319	0.9139250731808922
1	HMEC_rep2	chr7	500000	2812.1876562034377	318	0.9139250731808922
2	HMEC_rep2	chr7	1000000	780.4706191213942	317	0.9139250731808922
3	HMEC_rep2	chr7	1500000	397.2862860192572	316	0.9139250731808922
4	HMEC_rep2	chr7	2000000	239.46318189298	315	0.9139250731808922
5	HMEC_rep2	chr7	2500000	165.63754873714484	314	0.9139250731808922
6	HMEC_rep2	chr7	3000000	129.49946868538842	313	0.9139250731808922
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr8	0	15956.385216289513	293	0.9139250731808922
1	HMEC_rep2	chr8	500000	2820.261834207767	292	0.9139250731808922
2	HMEC_rep2	chr8	1000000	805.6577207126289	291	0.9139250731808922
3	HMEC_rep2	chr8	1500000	404.52349114857	290	0.9139250731808922
4	HMEC_rep2	chr8	2000000	250.9959035992881	289	0.9139250731808922
5	HMEC_rep2	chr8	2500000	177.10117730713034	288	0.9139250731808922
6	HMEC_rep2	chr8	3000000	140.33732316335707	287	0.9139250731808922
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr9	0	14689.687558163334	283	0.9139250731808922
1	HMEC_rep2	chr9	500000	2379.5073189032883	282	0.9139250731808922
2	HMEC_rep2	chr9	1000000	675.743874826688	281	0.9139250731808922
3	HMEC_rep2	chr9	1500000	344.7090003903278	280	0.9139250731808922
4	HMEC_rep2	chr9	2000000	234.88684712162004	279	0.9139250731808922
5	HMEC_rep2	chr9	2500000	168.77547939735558	278	0.9139250731808922
6	HMEC_rep2	chr9	3000000	133.7623988290927	277	0.9139250731808922
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr10	0	16696.527424316726	272	0.9139250731808922
1	HMEC_rep2	chr10	500000	2722.5630735724594	271	0.9139250731808922
2	HMEC_rep2	chr10	1000000	777.9687609200637	270	0.9139250731808922
3	HMEC_rep2	chr10	1500000	388.31630196618124	269	0.9139250731808922
4	HMEC_rep2	chr10	2000000	236.9885757476022	268	0.9139250731808922
5	HMEC_rep2	chr10	2500000	167.32513793890314	267	0.9139250731808922
6	HMEC_rep2	chr10	3000000	121.93270171098456	266	0.9139250731808922
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr11	0	16640.321660123212	271	0.9139250731808922
1	HMEC_rep2	chr11	500000	2730.207772652745	270	0.9139250731808922
2	HMEC_rep2	chr11	1000000	723.6259097110631	269	0.9139250731808922
3	HMEC_rep2	chr11	1500000	371.1606953206597	268	0.9139250731808922
4	HMEC_rep2	chr11	2000000	221.16364967710632	267	0.9139250731808922
5	HMEC_rep2	chr11	2500000	154.70321910236584	266	0.9139250731808922
6	HMEC_rep2	chr11	3000000	118.09307398462168	265	0.9139250731808922
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr12	0	16980.616670588486	268	0.9139250731808922
1	HMEC_rep2	chr12	500000	2838.7141983647025	267	0.9139250731808922
2	HMEC_rep2	chr12	1000000	747.5472611931391	266	0.9139250731808922
3	HMEC_rep2	chr12	1500000	363.2220554385021	265	0.9139250731808922
4	HMEC_rep2	chr12	2000000	219.5058187609704	264	0.9139250731808922
5	HMEC_rep2	chr12	2500000	150.79680099991506	263	0.9139250731808922
6	HMEC_rep2	chr12	3000000	117.87428460332258	262	0.9139250731808922
