	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr1	0	21341.054732490396	499	0.9988267405184803
1	HMEC	chr1	500000	3904.507421309934	498	0.9988267405184803
2	HMEC	chr1	1000000	980.1725221867076	497	0.9988267405184803
3	HMEC	chr1	1500000	471.80726447794723	496	0.9988267405184803
4	HMEC	chr1	2000000	277.2523367529152	495	0.9988267405184803
5	HMEC	chr1	2500000	198.8930180355181	494	0.9988267405184803
6	HMEC	chr1	3000000	152.71404018355102	493	0.9988267405184803
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr2	0	21833.621613798376	487	0.9988267405184803
1	HMEC	chr2	500000	4308.147003627431	486	0.9988267405184803
2	HMEC	chr2	1000000	1239.2274515998195	485	0.9988267405184803
3	HMEC	chr2	1500000	612.9642654491807	484	0.9988267405184803
4	HMEC	chr2	2000000	369.3838212723476	483	0.9988267405184803
5	HMEC	chr2	2500000	251.67044838757406	482	0.9988267405184803
6	HMEC	chr2	3000000	186.05615409989622	481	0.9988267405184803
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr3	0	21858.08059738744	397	0.9988267405184803
1	HMEC	chr3	500000	4305.60248262516	396	0.9988267405184803
2	HMEC	chr3	1000000	1226.3424601023432	395	0.9988267405184803
3	HMEC	chr3	1500000	614.9825551864466	394	0.9988267405184803
4	HMEC	chr3	2000000	371.30884099309355	393	0.9988267405184803
5	HMEC	chr3	2500000	250.16770387056707	392	0.9988267405184803
6	HMEC	chr3	3000000	181.88196870198277	391	0.9988267405184803
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr4	0	20752.734404043946	383	0.9988267405184803
1	HMEC	chr4	500000	4269.404304673323	382	0.9988267405184803
2	HMEC	chr4	1000000	1302.4029706942058	381	0.9988267405184803
3	HMEC	chr4	1500000	682.6541127990617	380	0.9988267405184803
4	HMEC	chr4	2000000	425.4810023697859	379	0.9988267405184803
5	HMEC	chr4	2500000	298.64401726788736	378	0.9988267405184803
6	HMEC	chr4	3000000	221.40950049182317	377	0.9988267405184803
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr5	0	21326.49774900183	362	0.9988267405184803
1	HMEC	chr5	500000	4321.401668046922	361	0.9988267405184803
2	HMEC	chr5	1000000	1321.5999885011595	360	0.9988267405184803
3	HMEC	chr5	1500000	654.0982471552619	359	0.9988267405184803
4	HMEC	chr5	2000000	398.61655932507034	358	0.9988267405184803
5	HMEC	chr5	2500000	275.27189552464836	357	0.9988267405184803
6	HMEC	chr5	3000000	202.9519223669199	356	0.9988267405184803
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC	chr6	0	21746.92073107135	343	0.9988267405184803
1	HMEC	chr6	500000	4367.444241587196	342	0.9988267405184803
2	HMEC	chr6	1000000	1247.5672400479657	341	0.9988267405184803
3	HMEC	chr6	1500000	611.598246391315	340	0.9988267405184803
4	HMEC	chr6	2000000	358.7324900774245	339	0.9988267405184803
5	HMEC	chr6	2500000	244.35246023753925	338	0.9988267405184803
