	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr1	0	2184.5178572358714	2493	0.8967981519227801
1	HMEC_rep2	chr1	100000	506.7981160113432	2492	0.8967981519227801
2	HMEC_rep2	chr1	200000	189.5622417063216	2491	0.8967981519227801
3	HMEC_rep2	chr1	300000	116.85370689657643	2490	0.8967981519227801
4	HMEC_rep2	chr1	400000	80.39632390889388	2489	0.8967981519227801
5	HMEC_rep2	chr1	500000	59.42927770299537	2488	0.8967981519227801
6	HMEC_rep2	chr1	600000	45.24966059616148	2487	0.8967981519227801
7	HMEC_rep2	chr1	700000	35.825653832360494	2486	0.8967981519227801
8	HMEC_rep2	chr1	800000	29.452041792022055	2485	0.8967981519227801
9	HMEC_rep2	chr1	900000	24.475139254920755	2484	0.8967981519227801
10	HMEC_rep2	chr1	1000000	20.5185657828371	2483	0.8967981519227801
11	HMEC_rep2	chr1	1100000	17.706779519431525	2482	0.8967981519227801
12	HMEC_rep2	chr1	1200000	15.361819501152793	2481	0.8967981519227801
13	HMEC_rep2	chr1	1300000	13.52817554697219	2480	0.8967981519227801
14	HMEC_rep2	chr1	1400000	11.818601587941412	2479	0.8967981519227801
15	HMEC_rep2	chr1	1500000	11.467379700315517	2478	0.8967981519227801
16	HMEC_rep2	chr1	1600000	10.37951441430422	2477	0.8967981519227801
17	HMEC_rep2	chr1	1700000	8.480158033072964	2476	0.8967981519227801
18	HMEC_rep2	chr1	1800000	7.520547982836704	2475	0.8967981519227801
19	HMEC_rep2	chr1	1900000	6.840104132380158	2474	0.8967981519227801
20	HMEC_rep2	chr1	2000000	6.2418570728077265	2473	0.8967981519227801
21	HMEC_rep2	chr1	2100000	5.7339688501504575	2472	0.8967981519227801
22	HMEC_rep2	chr1	2200000	5.536735251401484	2471	0.8967981519227801
23	HMEC_rep2	chr1	2300000	5.104402872799843	2470	0.8967981519227801
24	HMEC_rep2	chr1	2400000	4.9218578105967365	2469	0.8967981519227801
25	HMEC_rep2	chr1	2500000	4.538979030070762	2468	0.8967981519227801
26	HMEC_rep2	chr1	2600000	4.253596231122147	2467	0.8967981519227801
27	HMEC_rep2	chr1	2700000	4.11557656218945	2466	0.8967981519227801
28	HMEC_rep2	chr1	2800000	3.913624825267649	2465	0.8967981519227801
29	HMEC_rep2	chr1	2900000	3.7665137441068923	2464	0.8967981519227801
30	HMEC_rep2	chr1	3000000	3.517582893688148	2463	0.8967981519227801
	Matrix	Chromosome	Distance	Contacts	Number_bins	Scale_factor
0	HMEC_rep2	chr2	0	2221.551580573069	2432	0.8967981519227801
1	HMEC_rep2	chr2	100000	528.0358003145551	2431	0.8967981519227801
2	HMEC_rep2	chr2	200000	198.09521753745153	2430	0.8967981519227801
3	HMEC_rep2	chr2	300000	128.09358381279932	2429	0.8967981519227801
4	HMEC_rep2	chr2	400000	91.41109243546524	2428	0.8967981519227801
5	HMEC_rep2	chr2	500000	68.09621058975947	2427	0.8967981519227801
6	HMEC_rep2	chr2	600000	53.92732938929284	2426	0.8967981519227801
